State,Town,Crimes,Type
California,University of California: Riverside,0,Religion
California,University of California: Riverside,0,Sexual Orientation
California,University of California: Riverside,0,Ethinictity
California,University of California: Riverside,0,Disability
California,University of California: Riverside,0,Gender
California,University of California: Riverside,0,Gender Identity
California,University of California: San Diego,0,Race
California,University of California: San Diego,1,Religion
California,University of California: San Diego,0,Sexual Orientation
California,University of California: San Diego,0,Ethinictity
California,University of California: San Diego,0,Disability
California,University of California: San Diego,0,Gender
California,University of California: San Diego,0,Gender Identity
California,University of California: Santa Cruz,0,Race
California,University of California: Santa Cruz,0,Religion
California,University of California: Santa Cruz,1,Sexual Orientation
California,University of California: Santa Cruz,0,Ethinictity
California,University of California: Santa Cruz,0,Disability
California,University of California: Santa Cruz,0,Gender
California,University of California: Santa Cruz,0,Gender Identity
California,Vallejo,1,Race
California,Vallejo,0,Religion
California,Vallejo,0,Sexual Orientation
California,Vallejo,1,Ethinictity
California,Vallejo,0,Disability
California,Vallejo,0,Gender
California,Vallejo,0,Gender Identity
California,Ventura,1,Race
California,Ventura,2,Religion
California,Ventura,0,Sexual Orientation
California,Ventura,0,Ethinictity
California,Ventura,0,Disability
California,Ventura,0,Gender
California,Ventura,0,Gender Identity
California,Vernon,1,Race
California,Vernon,0,Religion
California,Vernon,0,Sexual Orientation
California,Vernon,0,Ethinictity
California,Vernon,0,Disability
California,Vernon,0,Gender
California,Vernon,0,Gender Identity
California,Victorville,6,Race
California,Victorville,0,Religion
California,Victorville,1,Sexual Orientation
California,Victorville,0,Ethinictity
California,Victorville,0,Disability
California,Victorville,0,Gender
California,Victorville,0,Gender Identity
California,Visalia,1,Race
California,Visalia,0,Religion
California,Visalia,1,Sexual Orientation
California,Visalia,0,Ethinictity
California,Visalia,0,Disability
California,Visalia,0,Gender
California,Visalia,0,Gender Identity
California,Vista,1,Race
California,Vista,0,Religion
California,Vista,1,Sexual Orientation
California,Vista,0,Ethinictity
California,Vista,0,Disability
California,Vista,0,Gender
California,Vista,0,Gender Identity
California,Walnut Creek,1,Race
California,Walnut Creek,0,Religion
California,Walnut Creek,0,Sexual Orientation
California,Walnut Creek,0,Ethinictity
California,Walnut Creek,0,Disability
California,Walnut Creek,0,Gender
California,Walnut Creek,0,Gender Identity
California,West Covina,6,Race
California,West Covina,0,Religion
California,West Covina,0,Sexual Orientation
California,West Covina,0,Ethinictity
California,West Covina,0,Disability
California,West Covina,0,Gender
California,West Covina,0,Gender Identity
California,West Hollywood,1,Race
California,West Hollywood,0,Religion
California,West Hollywood,2,Sexual Orientation
California,West Hollywood,2,Ethinictity
California,West Hollywood,0,Disability
California,West Hollywood,0,Gender
California,West Hollywood,0,Gender Identity
California,Westlake Village,0,Race
California,Westlake Village,2,Religion
California,Westlake Village,0,Sexual Orientation
California,Westlake Village,0,Ethinictity
California,Westlake Village,0,Disability
California,Westlake Village,0,Gender
California,Westlake Village,0,Gender Identity
California,Westminster,1,Race
California,Westminster,1,Religion
California,Westminster,1,Sexual Orientation
California,Westminster,1,Ethinictity
California,Westminster,1,Disability
California,Westminster,0,Gender
California,Westminster,0,Gender Identity
California,Yorba Linda,1,Race
California,Yorba Linda,0,Religion
California,Yorba Linda,0,Sexual Orientation
California,Yorba Linda,0,Ethinictity
California,Yorba Linda,0,Disability
California,Yorba Linda,0,Gender
California,Yorba Linda,0,Gender Identity
California,Yuba,1,Race
California,Yuba,0,Religion
California,Yuba,0,Sexual Orientation
California,Yuba,0,Ethinictity
California,Yuba,0,Disability
California,Yuba,0,Gender
California,Yuba,0,Gender Identity
California,Yuba City,0,Race
California,Yuba City,0,Religion
California,Yuba City,0,Sexual Orientation
California,Yuba City,1,Ethinictity
California,Yuba City,0,Disability
California,Yuba City,0,Gender
California,Yuba City,0,Gender Identity
California,Yucca Valley,1,Race
California,Yucca Valley,0,Religion
California,Yucca Valley,0,Sexual Orientation
California,Yucca Valley,0,Ethinictity
California,Yucca Valley,0,Disability
California,Yucca Valley,0,Gender
California,Yucca Valley,0,Gender Identity
Colorado,Adams,1,Race
Colorado,Adams,0,Religion
Colorado,Adams,1,Sexual Orientation
Colorado,Adams,1,Ethinictity
Colorado,Adams,0,Disability
Colorado,Adams,0,Gender
Colorado,Adams,0,Gender Identity
Colorado,Arapahoe,4,Race
Colorado,Arapahoe,3,Religion
Colorado,Arapahoe,3,Sexual Orientation
Colorado,Arapahoe,0,Ethinictity
Colorado,Arapahoe,0,Disability
Colorado,Arapahoe,0,Gender
Colorado,Arapahoe,0,Gender Identity
Colorado,Arvada,2,Race
Colorado,Arvada,0,Religion
Colorado,Arvada,0,Sexual Orientation
Colorado,Arvada,0,Ethinictity
Colorado,Arvada,0,Disability
Colorado,Arvada,0,Gender
Colorado,Arvada,0,Gender Identity
Colorado,Aurora,4,Race
Colorado,Aurora,0,Religion
Colorado,Aurora,1,Sexual Orientation
Colorado,Aurora,1,Ethinictity
Colorado,Aurora,0,Disability
Colorado,Aurora,0,Gender
Colorado,Aurora,0,Gender Identity
Colorado,Castle Rock,0,Race
Colorado,Castle Rock,0,Religion
Colorado,Castle Rock,0,Sexual Orientation
Colorado,Castle Rock,2,Ethinictity
Colorado,Castle Rock,0,Disability
Colorado,Castle Rock,0,Gender
Colorado,Castle Rock,0,Gender Identity
Colorado,Centennial,3,Race
Colorado,Centennial,2,Religion
Colorado,Centennial,1,Sexual Orientation
Colorado,Centennial,0,Ethinictity
Colorado,Centennial,0,Disability
Colorado,Centennial,0,Gender
Colorado,Centennial,0,Gender Identity
Colorado,Cheyenne,0,Race
Colorado,Cheyenne,0,Religion
Colorado,Cheyenne,0,Sexual Orientation
Colorado,Cheyenne,1,Ethinictity
Colorado,Cheyenne,0,Disability
Colorado,Cheyenne,0,Gender
Colorado,Cheyenne,0,Gender Identity
Colorado,Colorado Springs,3,Race
Colorado,Colorado Springs,1,Religion
Colorado,Colorado Springs,,Sexual Orientation
Colorado,Colorado Springs,1,Ethinictity
Colorado,Colorado Springs,0,Disability
Colorado,Colorado Springs,0,Gender
Colorado,Colorado Springs,0,Gender Identity
Colorado,Colorado State Patrol,1,Race
Colorado,Colorado State Patrol,0,Religion
Colorado,Colorado State Patrol,0,Sexual Orientation
Colorado,Colorado State Patrol,0,Ethinictity
Colorado,Colorado State Patrol,0,Disability
Colorado,Colorado State Patrol,0,Gender
Colorado,Colorado State Patrol,0,Gender Identity
Colorado,"Colorado State University, Fort Collins",1,Race
Colorado,"Colorado State University, Fort Collins",0,Religion
Colorado,"Colorado State University, Fort Collins",0,Sexual Orientation
Colorado,"Colorado State University, Fort Collins",0,Ethinictity
Colorado,"Colorado State University, Fort Collins",0,Disability
Colorado,"Colorado State University, Fort Collins",0,Gender
Colorado,"Colorado State University, Fort Collins",0,Gender Identity
Colorado,Commerce City,0,Race
Colorado,Commerce City,1,Religion
Colorado,Commerce City,0,Sexual Orientation
Colorado,Commerce City,0,Ethinictity
Colorado,Commerce City,0,Disability
Colorado,Commerce City,0,Gender
Colorado,Commerce City,0,Gender Identity
Colorado,Denver,9,Race
Colorado,Denver,5,Religion
Colorado,Denver,15,Sexual Orientation
Colorado,Denver,1,Ethinictity
Colorado,Denver,0,Disability
Colorado,Denver,0,Gender
Colorado,Denver,0,Gender Identity
Colorado,Dillon,0,Race
Colorado,Dillon,0,Religion
Colorado,Dillon,0,Sexual Orientation
Colorado,Dillon,1,Ethinictity
Colorado,Dillon,0,Disability
Colorado,Dillon,0,Gender
Colorado,Dillon,0,Gender Identity
Colorado,Durango,,Race
Colorado,Durango,0,Religion
Colorado,Durango,0,Sexual Orientation
Colorado,Durango,2,Ethinictity
Colorado,Durango,0,Disability
Colorado,Durango,0,Gender
Colorado,Durango,0,Gender Identity
Colorado,El Paso,2,Race
Colorado,El Paso,0,Religion
Colorado,El Paso,0,Sexual Orientation
Colorado,El Paso,0,Ethinictity
Colorado,El Paso,0,Disability
Colorado,El Paso,0,Gender
Colorado,El Paso,0,Gender Identity
Colorado,Englewood,1,Race
Colorado,Englewood,0,Religion
Colorado,Englewood,0,Sexual Orientation
Colorado,Englewood,0,Ethinictity
Colorado,Englewood,,Disability
Colorado,Englewood,0,Gender
Colorado,Englewood,0,Gender Identity
Colorado,Erie,0,Race
Colorado,Erie,1,Religion
Colorado,Erie,0,Sexual Orientation
Colorado,Erie,0,Ethinictity
Colorado,Erie,0,Disability
Colorado,Erie,0,Gender
Colorado,Erie,0,Gender Identity
Colorado,Fountain,2,Race
Colorado,Fountain,0,Religion
Colorado,Fountain,1,Sexual Orientation
Colorado,Fountain,0,Ethinictity
Colorado,Fountain,0,Disability
Colorado,Fountain,0,Gender
Colorado,Fountain,0,Gender Identity
Colorado,Garfield,1,Race
Colorado,Garfield,1,Religion
Colorado,Garfield,0,Sexual Orientation
Colorado,Garfield,0,Ethinictity
Colorado,Garfield,0,Disability
Colorado,Garfield,0,Gender
Colorado,Garfield,0,Gender Identity
Colorado,Glendale,0,Race
Colorado,Glendale,1,Religion
Colorado,Glendale,0,Sexual Orientation
Colorado,Glendale,0,Ethinictity
Colorado,Glendale,0,Disability
Colorado,Glendale,0,Gender
Colorado,Glendale,0,Gender Identity
Colorado,Glenwood Springs,0,Race
Colorado,Glenwood Springs,0,Religion
Colorado,Glenwood Springs,1,Sexual Orientation
Colorado,Glenwood Springs,0,Ethinictity
Colorado,Glenwood Springs,0,Disability
Colorado,Glenwood Springs,0,Gender
Colorado,Glenwood Springs,0,Gender Identity
Colorado,Golden,0,Race
Colorado,Golden,0,Religion
Colorado,Golden,0,Sexual Orientation
Colorado,Golden,1,Ethinictity
Colorado,Golden,0,Disability
Colorado,Golden,0,Gender
Colorado,Golden,0,Gender Identity
Colorado,Grand Junction,4,Race
Colorado,Grand Junction,0,Religion
Colorado,Grand Junction,1,Sexual Orientation
Colorado,Grand Junction,0,Ethinictity
Colorado,Grand Junction,0,Disability
Colorado,Grand Junction,0,Gender
Colorado,Grand Junction,0,Gender Identity
Colorado,Greeley,0,Race
Colorado,Greeley,0,Religion
Colorado,Greeley,1,Sexual Orientation
Colorado,Greeley,0,Ethinictity
Colorado,Greeley,0,Disability
Colorado,Greeley,0,Gender
Colorado,Greeley,0,Gender Identity
Colorado,Greenwood Village,1,Race
Colorado,Greenwood Village,0,Religion
Colorado,Greenwood Village,0,Sexual Orientation
Colorado,Greenwood Village,0,Ethinictity
Colorado,Greenwood Village,0,Disability
Colorado,Greenwood Village,0,Gender
Colorado,Greenwood Village,0,Gender Identity
Colorado,Lafayette,2,Race
Colorado,Lafayette,0,Religion
Colorado,Lafayette,0,Sexual Orientation
Colorado,Lafayette,1,Ethinictity
Colorado,Lafayette,0,Disability
Colorado,Lafayette,0,Gender
Colorado,Lafayette,0,Gender Identity
Colorado,Lakewood,1,Race
Colorado,Lakewood,1,Religion
Colorado,Lakewood,1,Sexual Orientation
Colorado,Lakewood,1,Ethinictity
Colorado,Lakewood,0,Disability
Colorado,Lakewood,0,Gender
Colorado,Lakewood,0,Gender Identity
Colorado,Larimer,0,Race
Colorado,Larimer,0,Religion
Colorado,Larimer,2,Sexual Orientation
Colorado,Larimer,0,Ethinictity
Colorado,Larimer,0,Disability
Colorado,Larimer,0,Gender
Colorado,Larimer,0,Gender Identity
Colorado,Littleton,1,Race
Colorado,Littleton,0,Religion
Colorado,Littleton,0,Sexual Orientation
Colorado,Littleton,0,Ethinictity
Colorado,Littleton,0,Disability
Colorado,Littleton,0,Gender
Colorado,Littleton,0,Gender Identity
Colorado,Logan,1,Race
Colorado,Logan,1,Religion
Colorado,Logan,0,Sexual Orientation
Colorado,Logan,0,Ethinictity
Colorado,Logan,0,Disability
Colorado,Logan,0,Gender
Colorado,Logan,0,Gender Identity
Colorado,Lone Tree,0,Race
Colorado,Lone Tree,0,Religion
Colorado,Lone Tree,1,Sexual Orientation
Colorado,Lone Tree,0,Ethinictity
Colorado,Lone Tree,0,Disability
Colorado,Lone Tree,0,Gender
Colorado,Lone Tree,0,Gender Identity
Colorado,Longmont,1,Race
Colorado,Longmont,0,Religion
Colorado,Longmont,1,Sexual Orientation
Colorado,Longmont,1,Ethinictity
Colorado,Longmont,0,Disability
Colorado,Longmont,0,Gender
Colorado,Longmont,0,Gender Identity
Colorado,Loveland,1,Race
Colorado,Loveland,0,Religion
Colorado,Loveland,0,Sexual Orientation
Colorado,Loveland,0,Ethinictity
Colorado,Loveland,0,Disability
Colorado,Loveland,0,Gender
Colorado,Loveland,0,Gender Identity
Colorado,Mesa,0,Race
Colorado,Mesa,0,Religion
Colorado,Mesa,0,Sexual Orientation
Colorado,Mesa,1,Ethinictity
Colorado,Mesa,0,Disability
Colorado,Mesa,0,Gender
Colorado,Mesa,0,Gender Identity
Colorado,Montezuma,1,Race
Colorado,Montezuma,0,Religion
Colorado,Montezuma,0,Sexual Orientation
Colorado,Montezuma,0,Ethinictity
Colorado,Montezuma,0,Disability
Colorado,Montezuma,0,Gender
Colorado,Montezuma,0,Gender Identity
Colorado,Monument,0,Race
Colorado,Monument,1,Religion
Colorado,Monument,0,Sexual Orientation
Colorado,Monument,0,Ethinictity
Colorado,Monument,0,Disability
Colorado,Monument,0,Gender
Colorado,Monument,0,Gender Identity
Colorado,Park,1,Race
Colorado,Park,0,Religion
Colorado,Park,0,Sexual Orientation
Colorado,Park,0,Ethinictity
Colorado,Park,0,Disability
Colorado,Park,0,Gender
Colorado,Park,0,Gender Identity
Colorado,Pitkin,1,Race
Colorado,Pitkin,0,Religion
Colorado,Pitkin,0,Sexual Orientation
Colorado,Pitkin,0,Ethinictity
Colorado,Pitkin,0,Disability
Colorado,Pitkin,0,Gender
Colorado,Pitkin,0,Gender Identity
Colorado,Pueblo,3,Race
Colorado,Pueblo,0,Religion
Colorado,Pueblo,0,Sexual Orientation
Colorado,Pueblo,0,Ethinictity
Colorado,Pueblo,0,Disability
Colorado,Pueblo,0,Gender
Colorado,Pueblo,0,Gender Identity
Colorado,Rifle,0,Race
Colorado,Rifle,0,Religion
Colorado,Rifle,0,Sexual Orientation
Colorado,Rifle,1,Ethinictity
Colorado,Rifle,0,Disability
Colorado,Rifle,0,Gender
Colorado,Rifle,0,Gender Identity
Colorado,Snowmass Village,1,Race
Colorado,Snowmass Village,0,Religion
Colorado,Snowmass Village,0,Sexual Orientation
Colorado,Snowmass Village,0,Ethinictity
Colorado,Snowmass Village,0,Disability
Colorado,Snowmass Village,0,Gender
Colorado,Snowmass Village,0,Gender Identity
Colorado,Steamboat Springs,0,Race
Colorado,Steamboat Springs,0,Religion
Colorado,Steamboat Springs,0,Sexual Orientation
Colorado,Steamboat Springs,1,Ethinictity
Colorado,Steamboat Springs,0,Disability
Colorado,Steamboat Springs,0,Gender
Colorado,Steamboat Springs,0,Gender Identity
Colorado,Telluride,0,Race
Colorado,Telluride,0,Religion
Colorado,Telluride,1,Sexual Orientation
Colorado,Telluride,0,Ethinictity
Colorado,Telluride,0,Disability
Colorado,Telluride,0,Gender
Colorado,Telluride,0,Gender Identity
Colorado,Thornton,0,Race
Colorado,Thornton,1,Religion
Colorado,Thornton,2,Sexual Orientation
Colorado,Thornton,0,Ethinictity
Colorado,Thornton,0,Disability
Colorado,Thornton,0,Gender
Colorado,Thornton,0,Gender Identity
Colorado,"University of Colorado, Boulder",0,Race
Colorado,"University of Colorado, Boulder",0,Religion
Colorado,"University of Colorado, Boulder",2,Sexual Orientation
Colorado,"University of Colorado, Boulder",0,Ethinictity
Colorado,"University of Colorado, Boulder",0,Disability
Colorado,"University of Colorado, Boulder",0,Gender
Colorado,"University of Colorado, Boulder",0,Gender Identity
Colorado,Weld,1,Race
Colorado,Weld,0,Religion
Colorado,Weld,1,Sexual Orientation
Colorado,Weld,0,Ethinictity
Colorado,Weld,0,Disability
Colorado,Weld,0,Gender
Colorado,Weld,0,Gender Identity
Colorado,Westminster,0,Race
Colorado,Westminster,0,Religion
Colorado,Westminster,1,Sexual Orientation
Colorado,Westminster,0,Ethinictity
Colorado,Westminster,0,Disability
Colorado,Westminster,0,Gender
Colorado,Westminster,0,Gender Identity
Connecticut,Bethel,1,Race
Connecticut,Bethel,0,Religion
Connecticut,Bethel,0,Sexual Orientation
Connecticut,Bethel,0,Ethinictity
Connecticut,Bethel,0,Disability
Connecticut,Bethel,0,Gender
Connecticut,Bethel,0,Gender Identity
Connecticut,Bridgeport,5,Race
Connecticut,Bridgeport,1,Religion
Connecticut,Bridgeport,2,Sexual Orientation
Connecticut,Bridgeport,3,Ethinictity
Connecticut,Bridgeport,0,Disability
Connecticut,Bridgeport,0,Gender
Connecticut,Bridgeport,0,Gender Identity
Connecticut,Canton,0,Race
Connecticut,Canton,0,Religion
Connecticut,Canton,1,Sexual Orientation
Connecticut,Canton,0,Ethinictity
Connecticut,Canton,0,Disability
Connecticut,Canton,0,Gender
Connecticut,Canton,0,Gender Identity
Connecticut,Central Connecticut State University,0,Race
Connecticut,Central Connecticut State University,0,Religion
Connecticut,Central Connecticut State University,1,Sexual Orientation
Connecticut,Central Connecticut State University,0,Ethinictity
Connecticut,Central Connecticut State University,0,Disability
Connecticut,Central Connecticut State University,0,Gender
Connecticut,Central Connecticut State University,0,Gender Identity
Connecticut,Connecticut State Police,1,Race
Connecticut,Connecticut State Police,1,Religion
Connecticut,Connecticut State Police,3,Sexual Orientation
Connecticut,Connecticut State Police,2,Ethinictity
Connecticut,Connecticut State Police,0,Disability
Connecticut,Connecticut State Police,0,Gender
Connecticut,Connecticut State Police,0,Gender Identity
Connecticut,Danbury,0,Race
Connecticut,Danbury,1,Religion
Connecticut,Danbury,1,Sexual Orientation
Connecticut,Danbury,1,Ethinictity
Connecticut,Danbury,0,Disability
Connecticut,Danbury,0,Gender
Connecticut,Danbury,0,Gender Identity
Connecticut,Derby,1,Race
Connecticut,Derby,0,Religion
Connecticut,Derby,0,Sexual Orientation
Connecticut,Derby,0,Ethinictity
Connecticut,Derby,0,Disability
Connecticut,Derby,0,Gender
Connecticut,Derby,0,Gender Identity
Connecticut,East Hampton,0,Race
Connecticut,East Hampton,2,Religion
Connecticut,East Hampton,0,Sexual Orientation
Connecticut,East Hampton,0,Ethinictity
Connecticut,East Hampton,0,Disability
Connecticut,East Hampton,0,Gender
Connecticut,East Hampton,0,Gender Identity
Connecticut,East Hartford,0,Race
Connecticut,East Hartford,0,Religion
Connecticut,East Hartford,1,Sexual Orientation
Connecticut,East Hartford,0,Ethinictity
Connecticut,East Hartford,0,Disability
Connecticut,East Hartford,0,Gender
Connecticut,East Hartford,0,Gender Identity
Connecticut,East Windsor,0,Race
Connecticut,East Windsor,0,Religion
Connecticut,East Windsor,1,Sexual Orientation
Connecticut,East Windsor,0,Ethinictity
Connecticut,East Windsor,0,Disability
Connecticut,East Windsor,0,Gender
Connecticut,East Windsor,0,Gender Identity
Connecticut,East Windsor,1,Race
Connecticut,East Windsor,0,Religion
Connecticut,East Windsor,0,Sexual Orientation
Connecticut,East Windsor,0,Ethinictity
Connecticut,East Windsor,0,Disability
Connecticut,East Windsor,0,Gender
Connecticut,East Windsor,0,Gender Identity
Connecticut,Enfield,1,Race
Connecticut,Enfield,0,Religion
Connecticut,Enfield,0,Sexual Orientation
Connecticut,Enfield,0,Ethinictity
Connecticut,Enfield,0,Disability
Connecticut,Enfield,0,Gender
Connecticut,Enfield,0,Gender Identity
Connecticut,Glastonbury,1,Race
Connecticut,Glastonbury,0,Religion
Connecticut,Glastonbury,0,Sexual Orientation
Connecticut,Glastonbury,0,Ethinictity
Connecticut,Glastonbury,0,Disability
Connecticut,Glastonbury,0,Gender
Connecticut,Glastonbury,0,Gender Identity
Connecticut,Groton,1,Race
Connecticut,Groton,1,Religion
Connecticut,Groton,0,Sexual Orientation
Connecticut,Groton,0,Ethinictity
Connecticut,Groton,0,Disability
Connecticut,Groton,0,Gender
Connecticut,Groton,0,Gender Identity
Connecticut,Groton Town,1,Race
Connecticut,Groton Town,0,Religion
Connecticut,Groton Town,0,Sexual Orientation
Connecticut,Groton Town,0,Ethinictity
Connecticut,Groton Town,1,Disability
Connecticut,Groton Town,0,Gender
Connecticut,Groton Town,0,Gender Identity
Connecticut,Guilford,0,Race
Connecticut,Guilford,1,Religion
Connecticut,Guilford,0,Sexual Orientation
Connecticut,Guilford,0,Ethinictity
Connecticut,Guilford,0,Disability
Connecticut,Guilford,0,Gender
Connecticut,Guilford,0,Gender Identity
Connecticut,Hamden,0,Race
Connecticut,Hamden,1,Religion
Connecticut,Hamden,0,Sexual Orientation
Connecticut,Hamden,0,Ethinictity
Connecticut,Hamden,0,Disability
Connecticut,Hamden,0,Gender
Connecticut,Hamden,0,Gender Identity
Connecticut,Hartford,1,Race
Connecticut,Hartford,1,Religion
Connecticut,Hartford,2,Sexual Orientation
Connecticut,Hartford,0,Ethinictity
Connecticut,Hartford,0,Disability
Connecticut,Hartford,0,Gender
Connecticut,Hartford,0,Gender Identity
Connecticut,Manchester,7,Race
Connecticut,Manchester,2,Religion
Connecticut,Manchester,0,Sexual Orientation
Connecticut,Manchester,1,Ethinictity
Connecticut,Manchester,0,Disability
Connecticut,Manchester,0,Gender
Connecticut,Manchester,0,Gender Identity
Connecticut,Meriden,2,Race
Connecticut,Meriden,0,Religion
Connecticut,Meriden,1,Sexual Orientation
Connecticut,Meriden,0,Ethinictity
Connecticut,Meriden,0,Disability
Connecticut,Meriden,0,Gender
Connecticut,Meriden,0,Gender Identity
Connecticut,Middletown,5,Race
Connecticut,Middletown,0,Religion
Connecticut,Middletown,1,Sexual Orientation
Connecticut,Middletown,1,Ethinictity
Connecticut,Middletown,0,Disability
Connecticut,Middletown,0,Gender
Connecticut,Middletown,0,Gender Identity
Connecticut,Milford,4,Race
Connecticut,Milford,1,Religion
Connecticut,Milford,0,Sexual Orientation
Connecticut,Milford,0,Ethinictity
Connecticut,Milford,0,Disability
Connecticut,Milford,0,Gender
Connecticut,Milford,0,Gender Identity
Connecticut,New Britain,0,Race
Connecticut,New Britain,0,Religion
Connecticut,New Britain,1,Sexual Orientation
Connecticut,New Britain,0,Ethinictity
Connecticut,New Britain,0,Disability
Connecticut,New Britain,0,Gender
Connecticut,New Britain,0,Gender Identity
Connecticut,New Haven,5,Race
Connecticut,New Haven,0,Religion
Connecticut,New Haven,4,Sexual Orientation
Connecticut,New Haven,1,Ethinictity
Connecticut,New Haven,0,Disability
Connecticut,New Haven,0,Gender
Connecticut,New Haven,0,Gender Identity
Connecticut,New London,1,Race
Connecticut,New London,0,Religion
Connecticut,New London,2,Sexual Orientation
Connecticut,New London,0,Ethinictity
Connecticut,New London,0,Disability
Connecticut,New London,0,Gender
Connecticut,New London,0,Gender Identity
Connecticut,New Milford,0,Race
Connecticut,New Milford,0,Religion
Connecticut,New Milford,0,Sexual Orientation
Connecticut,New Milford,1,Ethinictity
Connecticut,New Milford,0,Disability
Connecticut,New Milford,0,Gender
Connecticut,New Milford,0,Gender Identity
Connecticut,Newington,1,Race
Connecticut,Newington,2,Religion
Connecticut,Newington,0,Sexual Orientation
Connecticut,Newington,0,Ethinictity
Connecticut,Newington,0,Disability
Connecticut,Newington,0,Gender
Connecticut,Newington,0,Gender Identity
Connecticut,North Branford,1,Race
Connecticut,North Branford,0,Religion
Connecticut,North Branford,0,Sexual Orientation
Connecticut,North Branford,1,Ethinictity
Connecticut,North Branford,0,Disability
Connecticut,North Branford,0,Gender
Connecticut,North Branford,0,Gender Identity
Connecticut,Norwalk,1,Race
Connecticut,Norwalk,0,Religion
Connecticut,Norwalk,1,Sexual Orientation
Connecticut,Norwalk,1,Ethinictity
Connecticut,Norwalk,0,Disability
Connecticut,Norwalk,0,Gender
Connecticut,Norwalk,0,Gender Identity
Connecticut,Norwich,1,Race
Connecticut,Norwich,0,Religion
Connecticut,Norwich,0,Sexual Orientation
Connecticut,Norwich,0,Ethinictity
Connecticut,Norwich,0,Disability
Connecticut,Norwich,0,Gender
Connecticut,Norwich,0,Gender Identity
Connecticut,Old Saybrook,3,Race
Connecticut,Old Saybrook,0,Religion
Connecticut,Old Saybrook,0,Sexual Orientation
Connecticut,Old Saybrook,0,Ethinictity
Connecticut,Old Saybrook,0,Disability
Connecticut,Old Saybrook,0,Gender
Connecticut,Old Saybrook,0,Gender Identity
Connecticut,Plainville,0,Race
Connecticut,Plainville,0,Religion
Connecticut,Plainville,1,Sexual Orientation
Connecticut,Plainville,0,Ethinictity
Connecticut,Plainville,0,Disability
Connecticut,Plainville,0,Gender
Connecticut,Plainville,0,Gender Identity
Connecticut,Plymouth,0,Race
Connecticut,Plymouth,1,Religion
Connecticut,Plymouth,1,Sexual Orientation
Connecticut,Plymouth,0,Ethinictity
Connecticut,Plymouth,0,Disability
Connecticut,Plymouth,0,Gender
Connecticut,Plymouth,0,Gender Identity
Connecticut,South Windsor,0,Race
Connecticut,South Windsor,1,Religion
Connecticut,South Windsor,0,Sexual Orientation
Connecticut,South Windsor,0,Ethinictity
Connecticut,South Windsor,0,Disability
Connecticut,South Windsor,0,Gender
Connecticut,South Windsor,0,Gender Identity
Connecticut,Southern Connecticut State University,2,Race
Connecticut,Southern Connecticut State University,0,Religion
Connecticut,Southern Connecticut State University,0,Sexual Orientation
Connecticut,Southern Connecticut State University,0,Ethinictity
Connecticut,Southern Connecticut State University,0,Disability
Connecticut,Southern Connecticut State University,0,Gender
Connecticut,Southern Connecticut State University,0,Gender Identity
Connecticut,Southington,1,Race
Connecticut,Southington,0,Religion
Connecticut,Southington,0,Sexual Orientation
Connecticut,Southington,6,Ethinictity
Connecticut,Southington,0,Disability
Connecticut,Southington,0,Gender
Connecticut,Southington,0,Gender Identity
Connecticut,Stamford,1,Race
Connecticut,Stamford,2,Religion
Connecticut,Stamford,2,Sexual Orientation
Connecticut,Stamford,2,Ethinictity
Connecticut,Stamford,1,Disability
Connecticut,Stamford,0,Gender
Connecticut,Stamford,0,Gender Identity
Connecticut,Stratford,1,Race
Connecticut,Stratford,1,Religion
Connecticut,Stratford,0,Sexual Orientation
Connecticut,Stratford,1,Ethinictity
Connecticut,Stratford,0,Disability
Connecticut,Stratford,0,Gender
Connecticut,Stratford,0,Gender Identity
Connecticut,Suffield,,Race
Connecticut,Suffield,1,Religion
Connecticut,Suffield,0,Sexual Orientation
Connecticut,Suffield,0,Ethinictity
Connecticut,Suffield,0,Disability
Connecticut,Suffield,0,Gender
Connecticut,Suffield,0,Gender Identity
Connecticut,Torrington,5,Race
Connecticut,Torrington,,Religion
Connecticut,Torrington,0,Sexual Orientation
Connecticut,Torrington,0,Ethinictity
Connecticut,Torrington,0,Disability
Connecticut,Torrington,0,Gender
Connecticut,Torrington,0,Gender Identity
Connecticut,"University of Connecticut, Storrs, Avery Point, and Hartford3",3,Race
Connecticut,"University of Connecticut, Storrs, Avery Point, and Hartford4",1,Religion
Connecticut,"University of Connecticut, Storrs, Avery Point, and Hartford5",,Sexual Orientation
Connecticut,"University of Connecticut, Storrs, Avery Point, and Hartford6",1,Ethinictity
Connecticut,"University of Connecticut, Storrs, Avery Point, and Hartford7",0,Disability
Connecticut,"University of Connecticut, Storrs, Avery Point, and Hartford8",0,Gender
Connecticut,"University of Connecticut, Storrs, Avery Point, and Hartford9",0,Gender Identity
Connecticut,Wallingford,2,Race
Connecticut,Wallingford,0,Religion
Connecticut,Wallingford,0,Sexual Orientation
Connecticut,Wallingford,2,Ethinictity
Connecticut,Wallingford,0,Disability
Connecticut,Wallingford,0,Gender
Connecticut,Wallingford,0,Gender Identity
Connecticut,Waterbury,6,Race
Connecticut,Waterbury,0,Religion
Connecticut,Waterbury,0,Sexual Orientation
Connecticut,Waterbury,0,Ethinictity
Connecticut,Waterbury,0,Disability
Connecticut,Waterbury,0,Gender
Connecticut,Waterbury,0,Gender Identity
Connecticut,West Haven,1,Race
Connecticut,West Haven,0,Religion
Connecticut,West Haven,0,Sexual Orientation
